Country,Subject Descriptor,Units,Scale,Country/Series-specific Notes,2015,2016,2017,2018,2019,2020,2021,2022,Estimates Start After
Slovenia,"Inflation, average consumer prices",Index,,Source: National Statistics Office Latest actual data: 2015 Harmonized prices: No Frequency of source data: Monthly Base year: 2005 Primary domestic currency: Euro Data last updated: 03/2017,122.033,121.966,123.805,126.299,128.834,131.411,134.039,136.72,2015
Slovenia,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",-0.526,-0.055,1.508,2.014,2.007,2,2,2,2015
Slovenia,"Inflation, end of period consumer prices",Index,,Source: National Statistics Office Latest actual data: 2015 Harmonized prices: No Frequency of source data: Monthly Base year: 2005 Primary domestic currency: Euro Data last updated: 03/2017,120.807,121.424,123.181,125.662,128.175,130.739,133.354,136.021,2015
Slovenia,"Inflation, end of period consumer prices",Percent change,,"See notes for:  Inflation, end of period consumer prices (Index).",-0.449,0.511,1.447,2.014,2,2,2,2,2015
Slovenia,Six-month London interbank offered rate (LIBOR),Percent,,,,,,,,,,,
Slovenia,Volume of imports of goods and services,Percent change,,Source: National Statistics Office. National Accounts Latest actual data: 2015 Base year: 2005 Methodology used to derive volumes: Other Formula used to derive volumes: National Accounts Trade System: General trade Primary domestic currency: Euro Data last updated: 03/2017,4.623,6.186,4.295,4.548,4.77,4.719,4.775,4.816,2015
Slovenia,Volume of Imports of goods,Percent change,,Source: National Statistics Office. National Accounts Latest actual data: 2015 Base year: 2005 Methodology used to derive volumes: Other Formula used to derive volumes: National Accounts Trade System: General trade Primary domestic currency: Euro Data last updated: 03/2017,5.043,6.551,4.294,4.547,4.769,4.718,4.774,4.815,2015
Slovenia,Volume of exports of goods and services,Percent change,,Source: National Statistics Office. National Accounts Latest actual data: 2015 Base year: 2005 Methodology used to derive volumes: Other Formula used to derive volumes: National Accounts Trade System: General trade Primary domestic currency: Euro Data last updated: 03/2017,5.551,5.883,3.545,3.714,3.797,3.779,3.844,3.884,2015
Slovenia,Volume of exports of goods,Percent change,,Source: National Statistics Office. National Accounts Latest actual data: 2015 Base year: 2005 Methodology used to derive volumes: Other Formula used to derive volumes: National Accounts Trade System: General trade Primary domestic currency: Euro Data last updated: 03/2017,5.322,5.651,3.159,3.486,3.664,3.64,3.707,3.774,2015
Slovenia,Unemployment rate,Percent of total labor force,,Source: National Statistics Office Latest actual data: 2015 Employment type: Harmonized ILO definition Primary domestic currency: Euro Data last updated: 03/2017,9,7.908,7.019,6.557,6.185,5.905,5.718,5.53,2015
Slovenia,Employment,Persons,Millions,Source: National Statistics Office Latest actual data: 2015 Employment type: Harmonized ILO definition Primary domestic currency: Euro Data last updated: 03/2017,0.943,0.951,0.962,0.972,n/a,n/a,n/a,n/a,2015
Slovenia,Population,Persons,Millions,Source: National Statistics Office Latest actual data: 2015 Primary domestic currency: Euro Data last updated: 03/2017,2.063,2.064,2.066,2.067,2.068,2.069,2.071,2.072,2015
Slovenia,General government revenue,National currency,Billions,Source: Ministry of Finance or Treasury Latest actual data: 2015 Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 1986 Basis of recording: Cash General government includes: Central Government;State Government;Local Government;Social Security Funds; Valuation of public debt: Face value Primary domestic currency: Euro Data last updated: 03/2017,15.714,15.831,16.416,17.03,17.758,18.435,19.238,19.98,2015
Slovenia,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,40.742,39.806,40.084,39.93,39.965,39.947,40.143,40.14,2015
Slovenia,General government total expenditure,National currency,Billions,Source: Ministry of Finance or Treasury Latest actual data: 2015 Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 1986 Basis of recording: Cash General government includes: Central Government;State Government;Local Government;Social Security Funds; Valuation of public debt: Face value Primary domestic currency: Euro Data last updated: 03/2017,17.003,16.538,17.039,17.724,18.577,19.35,20.228,21.051,2015
Slovenia,General government total expenditure,Percent of GDP,,See notes for:  General government total expenditure (National currency).,44.083,41.586,41.606,41.558,41.807,41.93,42.208,42.292,2015
Slovenia,General government net lending/borrowing,National currency,Billions,Source: Ministry of Finance or Treasury Latest actual data: 2015 Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 1986 Basis of recording: Cash General government includes: Central Government;State Government;Local Government;Social Security Funds; Valuation of public debt: Face value Primary domestic currency: Euro Data last updated: 03/2017,-1.289,-0.708,-0.623,-0.694,-0.818,-0.915,-0.99,-1.071,2015
Slovenia,General government net lending/borrowing,Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,-3.341,-1.78,-1.522,-1.628,-1.841,-1.983,-2.065,-2.151,2015
Slovenia,General government structural balance,National currency,Billions,Source: Ministry of Finance or Treasury Latest actual data: 2015 Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 1986 Basis of recording: Cash General government includes: Central Government;State Government;Local Government;Social Security Funds; Valuation of public debt: Face value Primary domestic currency: Euro Data last updated: 03/2017,-0.722,-0.568,-0.591,-0.678,-0.907,-0.976,-1.052,-1.129,2015
Slovenia,General government structural balance,Percent of potential GDP,,See notes for:  General government structural balance (National currency).,-1.831,-1.414,-1.44,-1.593,-2.047,-2.12,-2.201,-2.273,2015
Slovenia,General government primary net lending/borrowing,National currency,Billions,Source: Ministry of Finance or Treasury Latest actual data: 2015 Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 1986 Basis of recording: Cash General government includes: Central Government;State Government;Local Government;Social Security Funds; Valuation of public debt: Face value Primary domestic currency: Euro Data last updated: 03/2017,-0.217,0.38,0.275,0.248,0.221,0.226,0.245,0.217,2015
Slovenia,General government primary net lending/borrowing,Percent of GDP,,See notes for:  General government primary net lending/borrowing (National currency).,-0.564,0.956,0.671,0.581,0.498,0.489,0.511,0.435,2015
Slovenia,General government net debt,National currency,Billions,,,,,,,,,,
Slovenia,General government net debt,Percent of GDP,,,,,,,,,,,
Slovenia,General government gross debt,National currency,Billions,Source: Ministry of Finance or Treasury Latest actual data: 2015 Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 1986 Basis of recording: Cash General government includes: Central Government;State Government;Local Government;Social Security Funds; Valuation of public debt: Face value Primary domestic currency: Euro Data last updated: 03/2017,32.07,31.38,31.802,32.995,34.313,35.728,37.218,38.791,2015
Slovenia,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,83.149,78.906,77.653,77.364,77.22,77.419,77.661,77.932,2015
Slovenia,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,Source: Ministry of Finance or Treasury Latest actual data: 2015 Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 1986 Basis of recording: Cash General government includes: Central Government;State Government;Local Government;Social Security Funds; Valuation of public debt: Face value Primary domestic currency: Euro Data last updated: 03/2017,38.57,39.769,40.954,42.649,44.435,46.149,47.924,49.775,2015
Slovenia,Current account balance,U.S. dollars,Billions,"Source: National Statistics Office Latest actual data: 2015 BOP Manual used: Balance of Payments and International Investment Position Manual, sixth edition (BPM6) Primary domestic currency: Euro Data last updated: 03/2017",2.217,3.009,2.408,2.299,2.226,2.091,1.92,1.721,2015
Slovenia,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",5.18,6.837,5.535,5.091,4.73,4.275,3.791,3.289,2015
Solomon Islands,"Gross domestic product, constant prices",National currency,Billions,"Source: Central Bank. For data prior to 1990, the source is IMF staff estimates. Latest actual data: 2014 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices. The data for 2004 to 2006 are provided by the country authorities. For 2007 and onwards, real GDP is estimated by the staff, based on sectoral growth information provided by the Central Bank of Solomon Islands. Start/end months of reporting year: January/December Base year: 2004 Chain-weighted: No Primary domestic currency: Solomon Islands dollar Data last updated: 03/2017",4.684,4.836,4.979,5.13,5.284,5.442,5.611,5.788,2014
Solomon Islands,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",1.814,3.243,2.969,3.019,3.002,2.993,3.102,3.157,2014
Solomon Islands,"Gross domestic product, current prices",National currency,Billions,"Source: Central Bank. For data prior to 1990, the source is IMF staff estimates. Latest actual data: 2014 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices. The data for 2004 to 2006 are provided by the country authorities. For 2007 and onwards, real GDP is estimated by the staff, based on sectoral growth information provided by the Central Bank of Solomon Islands. Start/end months of reporting year: January/December Base year: 2004 Chain-weighted: No Primary domestic currency: Solomon Islands dollar Data last updated: 03/2017",8.812,9.469,9.963,10.467,11.058,11.742,12.476,13.292,2014
Solomon Islands,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",1.13,1.184,1.245,1.308,1.382,1.468,1.56,1.662,2014
Solomon Islands,"Gross domestic product, deflator",Index,,"See notes for:  Gross domestic product, constant prices (National currency) Gross domestic product, current prices (National currency).",188.14,195.822,200.084,204.049,209.293,215.766,222.372,229.664,2014
Solomon Islands,"Gross domestic product per capita, constant prices",National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","7,971.53","8,052.90","8,113.52","8,178.53","8,242.67","8,306.60","8,379.95","8,458.44",2014
Solomon Islands,"Gross domestic product per capita, current prices",National currency,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","14,997.66","15,769.31","16,233.83","16,688.25","17,251.32","17,922.87","18,634.66","19,425.98",2014
Solomon Islands,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","1,922.78","1,971.16","2,029.23","2,086.03","2,156.42","2,240.36","2,329.33","2,428.25",2014
Solomon Islands,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,
Solomon Islands,Gross domestic product based on purchasing-power-parity (PPP) valuation of country GDP,Current international dollar,Billions,"See notes for:  Gross domestic product, current prices (National currency).",1.132,1.185,1.247,1.313,1.382,1.452,1.528,1.609,2014
Solomon Islands,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,Current international dollar,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","1,927.30","1,972.58","2,031.33","2,093.44","2,156.14","2,216.69","2,281.56","2,350.85",2014
Solomon Islands,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,"See notes for:  Gross domestic product, current prices (National currency).",0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2011
Solomon Islands,Implied PPP conversion rate,National currency per current international dollar,,"See notes for:  Gross domestic product, current prices (National currency).",7.782,7.994,7.992,7.972,8.001,8.085,8.167,8.263,2014
Solomon Islands,Total investment,Percent of GDP,,"Source: Central Bank. For data prior to 1990, the source is IMF staff estimates. Latest actual data: 2014 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices. The data for 2004 to 2006 are provided by the country authorities. For 2007 and onwards, real GDP is estimated by the staff, based on sectoral growth information provided by the Central Bank of Solomon Islands. Start/end months of reporting year: January/December Base year: 2004 Chain-weighted: No Primary domestic currency: Solomon Islands dollar Data last updated: 03/2017",19.99,23.639,23.267,22.646,22.107,21.621,21.908,21.646,2014
Solomon Islands,Gross national savings,Percent of GDP,,"Source: Central Bank. For data prior to 1990, the source is IMF staff estimates. Latest actual data: 2014 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices. The data for 2004 to 2006 are provided by the country authorities. For 2007 and onwards, real GDP is estimated by the staff, based on sectoral growth information provided by the Central Bank of Solomon Islands. Start/end months of reporting year: January/December Base year: 2004 Chain-weighted: No Primary domestic currency: Solomon Islands dollar Data last updated: 03/2017",17.332,21.988,19.308,17.444,15.085,14.436,14.528,14.198,2014
Solomon Islands,"Inflation, average consumer prices",Index,,"Source: National Statistics Office. For data prior to 1990, the source is IMF staff estimates. Latest actual data: 2015 Harmonized prices: No Frequency of source data: Monthly Base year: 2005. Re-indexed to 2005Q4 = 100. Primary domestic currency: Solomon Islands dollar Data last updated: 03/2017",185.45,186.26,190.892,195.899,201.243,207.101,213.291,219.958,2015
Solomon Islands,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",-0.559,0.437,2.487,2.623,2.728,2.911,2.989,3.126,2015
Solomon Islands,"Inflation, end of period consumer prices",Index,,"Source: National Statistics Office. For data prior to 1990, the source is IMF staff estimates. Latest actual data: 2015 Harmonized prices: No Frequency of source data: Monthly Base year: 2005. Re-indexed to 2005Q4 = 100. Primary domestic currency: Solomon Islands dollar Data last updated: 03/2017",188.1,182.419,192.298,198.603,202.874,205.53,205.835,225.45,2015
Solomon Islands,"Inflation, end of period consumer prices",Percent change,,"See notes for:  Inflation, end of period consumer prices (Index).",3.522,-3.02,5.416,3.279,2.15,1.309,0.149,9.529,2015
Solomon Islands,Six-month London interbank offered rate (LIBOR),Percent,,,,,,,,,,,
Solomon Islands,Volume of imports of goods and services,Percent change,,Source: Central Bank Latest actual data: 2014 Base year: 2004 Methodology used to derive volumes: Other Formula used to derive volumes: n.a. Chain-weighted: No Trade System: General trade Excluded items in trade: cannot verify Valuation of exports: Free on board (FOB) Valuation of imports: FOB Primary domestic currency: Solomon Islands dollar Data last updated: 03/2017,3.494,8.159,-2.285,6.238,6.482,3.402,6.029,4.024,2014
Solomon Islands,Volume of Imports of goods,Percent change,,Source: Central Bank Latest actual data: 2014 Base year: 2004 Methodology used to derive volumes: Other Formula used to derive volumes: n.a. Chain-weighted: No Trade System: General trade Excluded items in trade: cannot verify Valuation of exports: Free on board (FOB) Valuation of imports: FOB Primary domestic currency: Solomon Islands dollar Data last updated: 03/2017,10.736,2.704,-0.113,6.928,7.711,3.868,5.955,4.146,2014
Solomon Islands,Volume of exports of goods and services,Percent change,,Source: Central Bank Latest actual data: 2014 Base year: 2004 Methodology used to derive volumes: Other Formula used to derive volumes: n.a. Chain-weighted: No Trade System: General trade Excluded items in trade: cannot verify Valuation of exports: Free on board (FOB) Valuation of imports: FOB Primary domestic currency: Solomon Islands dollar Data last updated: 03/2017,2.767,0.248,5.036,5.225,2.464,2.133,2.103,3.027,2014
Solomon Islands,Volume of exports of goods,Percent change,,Source: Central Bank Latest actual data: 2014 Base year: 2004 Methodology used to derive volumes: Other Formula used to derive volumes: n.a. Chain-weighted: No Trade System: General trade Excluded items in trade: cannot verify Valuation of exports: Free on board (FOB) Valuation of imports: FOB Primary domestic currency: Solomon Islands dollar Data last updated: 03/2017,3.627,1.506,3.447,4.966,2.554,2.087,2.122,3.25,2014
Solomon Islands,Unemployment rate,Percent of total labor force,,,,,,,,,,,
Solomon Islands,Employment,Persons,Millions,,,,,,,,,,
Solomon Islands,Population,Persons,Millions,"Source: National Statistics Office. For data prior to 1990, the source is IMF staff estimates. Latest actual data: 2014 Primary domestic currency: Solomon Islands dollar Data last updated: 03/2017",0.588,0.601,0.614,0.627,0.641,0.655,0.67,0.684,2014
Solomon Islands,General government revenue,National currency,Billions,Source: Ministry of Finance or Treasury Latest actual data: 2014 Fiscal assumptions: Fiscal projections are based on program supported by the SCF arrangement with the Fund. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 1986 Basis of recording: Cash General government includes: Central Government; Valuation of public debt: Nominal value Primary domestic currency: Solomon Islands dollar Data last updated: 03/2017,4.128,4.194,4.369,4.532,4.703,4.905,5.051,5.342,2014
Solomon Islands,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,46.843,44.292,43.85,43.299,42.527,41.775,40.486,40.191,2014
Solomon Islands,General government total expenditure,National currency,Billions,Source: Ministry of Finance or Treasury Latest actual data: 2014 Fiscal assumptions: Fiscal projections are based on program supported by the SCF arrangement with the Fund. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 1986 Basis of recording: Cash General government includes: Central Government; Valuation of public debt: Nominal value Primary domestic currency: Solomon Islands dollar Data last updated: 03/2017,4.15,4.324,4.614,4.744,4.932,5.148,5.379,5.682,2014
Solomon Islands,General government total expenditure,Percent of GDP,,See notes for:  General government total expenditure (National currency).,47.094,45.667,46.312,45.319,44.603,43.845,43.112,42.743,2014
Solomon Islands,General government net lending/borrowing,National currency,Billions,Source: Ministry of Finance or Treasury Latest actual data: 2014 Fiscal assumptions: Fiscal projections are based on program supported by the SCF arrangement with the Fund. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 1986 Basis of recording: Cash General government includes: Central Government; Valuation of public debt: Nominal value Primary domestic currency: Solomon Islands dollar Data last updated: 03/2017,-0.022,-0.13,-0.245,-0.212,-0.23,-0.243,-0.328,-0.339,2014
Solomon Islands,General government net lending/borrowing,Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,-0.251,-1.375,-2.461,-2.021,-2.076,-2.07,-2.626,-2.551,2014
Solomon Islands,General government structural balance,National currency,Billions,,,,,,,,,,
Solomon Islands,General government structural balance,Percent of potential GDP,,,,,,,,,,,
Solomon Islands,General government primary net lending/borrowing,National currency,Billions,Source: Ministry of Finance or Treasury Latest actual data: 2014 Fiscal assumptions: Fiscal projections are based on program supported by the SCF arrangement with the Fund. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 1986 Basis of recording: Cash General government includes: Central Government; Valuation of public debt: Nominal value Primary domestic currency: Solomon Islands dollar Data last updated: 03/2017,0.018,-0.122,-0.23,-0.199,-0.213,-0.222,-0.301,-0.307,2014
Solomon Islands,General government primary net lending/borrowing,Percent of GDP,,See notes for:  General government primary net lending/borrowing (National currency).,0.206,-1.291,-2.31,-1.905,-1.93,-1.892,-2.416,-2.31,2014
Solomon Islands,General government net debt,National currency,Billions,Source: Ministry of Finance or Treasury Latest actual data: 2014 Fiscal assumptions: Fiscal projections are based on program supported by the SCF arrangement with the Fund. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 1986 Basis of recording: Cash General government includes: Central Government; Valuation of public debt: Nominal value Primary domestic currency: Solomon Islands dollar Data last updated: 03/2017,-0.217,-0.139,-0.064,-0.217,-0.363,-0.506,-0.61,-0.749,2014
Solomon Islands,General government net debt,Percent of GDP,,See notes for:  General government net debt (National currency).,-2.468,-1.467,-0.639,-2.074,-3.283,-4.308,-4.891,-5.637,2014
Solomon Islands,General government gross debt,National currency,Billions,Source: Ministry of Finance or Treasury Latest actual data: 2014 Fiscal assumptions: Fiscal projections are based on program supported by the SCF arrangement with the Fund. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 1986 Basis of recording: Cash General government includes: Central Government; Valuation of public debt: Nominal value Primary domestic currency: Solomon Islands dollar Data last updated: 03/2017,0.928,0.856,1.018,1.217,1.463,1.771,2.115,2.485,2014
Solomon Islands,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,10.53,9.043,10.215,11.629,13.228,15.085,16.949,18.695,2014
Solomon Islands,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,Source: Ministry of Finance or Treasury Latest actual data: 2014 Fiscal assumptions: Fiscal projections are based on program supported by the SCF arrangement with the Fund. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 1986 Basis of recording: Cash General government includes: Central Government; Valuation of public debt: Nominal value Primary domestic currency: Solomon Islands dollar Data last updated: 03/2017,8.812,9.469,9.963,10.467,11.058,11.742,12.476,13.292,2014
Solomon Islands,Current account balance,U.S. dollars,Billions,"Source: Central Bank Latest actual data: 2014 Notes: The IMF staff estimates the current account balance based on foreign exchange receipts and payments data published by the Central Bank of Solomon Islands. BOP Manual used: Balance of Payments and International Investment Position Manual, sixth edition (BPM6) Primary domestic currency: Solomon Islands dollar Data last updated: 03/2017",-0.03,-0.02,-0.049,-0.068,-0.097,-0.105,-0.115,-0.124,2014
Solomon Islands,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-2.657,-1.652,-3.959,-5.202,-7.022,-7.185,-7.381,-7.449,2014
South Africa,"Gross domestic product, constant prices",National currency,Billions,Source: Central Bank Latest actual data: 2016 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: No Primary domestic currency: South African rand Data last updated: 03/2017,"3,063.10","3,071.66","3,096.75","3,145.33","3,214.47","3,285.21","3,357.49","3,432.10",2016
South Africa,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",1.299,0.279,0.817,1.569,2.198,2.201,2.2,2.222,2016
South Africa,"Gross domestic product, current prices",National currency,Billions,Source: Central Bank Latest actual data: 2016 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: No Primary domestic currency: South African rand Data last updated: 03/2017,"4,013.59","4,327.56","4,636.50","4,972.95","5,366.86","5,792.13","6,251.07","6,747.83",2016
South Africa,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",314.732,294.132,317.568,326.967,339.846,353.409,366.86,380.425,2016
South Africa,"Gross domestic product, deflator",Index,,"See notes for:  Gross domestic product, constant prices (National currency) Gross domestic product, current prices (National currency).",131.03,140.887,149.721,158.106,166.96,176.31,186.183,196.609,2016
South Africa,"Gross domestic product per capita, constant prices",National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","55,680.60","54,940.35","54,500.41","54,467.31","54,771.43","55,078.70","55,387.44","55,709.98",2016
South Africa,"Gross domestic product per capita, current prices",National currency,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","72,958.48","77,403.66","81,598.80","86,115.99","91,446.25","97,108.98","103,121.91","109,530.89",2016
South Africa,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","5,721.15","5,260.90","5,588.96","5,662.05","5,790.65","5,925.14","6,051.98","6,175.07",2016
South Africa,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,
South Africa,Gross domestic product based on purchasing-power-parity (PPP) valuation of country GDP,Current international dollar,Billions,"See notes for:  Gross domestic product, current prices (National currency).",727.788,739.42,761.926,791.202,826.33,861.548,898.34,937.41,2016
South Africa,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,Current international dollar,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","13,229.62","13,225.43","13,409.33","13,701.15","14,079.88","14,444.43","14,819.64","15,216.06",2016
South Africa,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,"See notes for:  Gross domestic product, current prices (National currency).",0.634,0.617,0.601,0.59,0.581,0.574,0.565,0.557,2011
South Africa,Implied PPP conversion rate,National currency per current international dollar,,"See notes for:  Gross domestic product, current prices (National currency).",5.515,5.853,6.085,6.285,6.495,6.723,6.958,7.198,2016
South Africa,Total investment,Percent of GDP,,Source: Central Bank Latest actual data: 2016 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: No Primary domestic currency: South African rand Data last updated: 03/2017,20.892,19.459,19.246,19.271,19.436,19.589,19.737,19.895,2016
South Africa,Gross national savings,Percent of GDP,,Source: Central Bank Latest actual data: 2016 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: No Primary domestic currency: South African rand Data last updated: 03/2017,16.46,16.187,15.838,15.696,15.655,15.819,15.955,16.08,2016
South Africa,"Inflation, average consumer prices",Index,,Source: National Statistics Office Latest actual data: 2016/17 Harmonized prices: No Frequency of source data: Monthly Base year: 2016. CPI basket has been updated and rebased at Dec-2016=100 Primary domestic currency: South African rand Data last updated: 03/2017,92,97.833,103.87,109.583,115.61,121.969,128.677,135.754,2017
South Africa,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",4.575,6.341,6.171,5.5,5.5,5.5,5.5,5.5,2017
South Africa,"Inflation, end of period consumer prices",Index,,Source: National Statistics Office Latest actual data: 2016/17 Harmonized prices: No Frequency of source data: Monthly Base year: 2016. CPI basket has been updated and rebased at Dec-2016=100 Primary domestic currency: South African rand Data last updated: 03/2017,94.088,100.414,106.339,112.187,118.357,124.867,131.735,138.98,2017
South Africa,"Inflation, end of period consumer prices",Percent change,,"See notes for:  Inflation, end of period consumer prices (Index).",5.281,6.724,5.9,5.5,5.5,5.5,5.5,5.5,2017
South Africa,Six-month London interbank offered rate (LIBOR),Percent,,,,,,,,,,,
South Africa,Volume of imports of goods and services,Percent change,,Source: Central Bank Latest actual data: 2016 Base year: 2010 Methodology used to derive volumes: Not applicable Formula used to derive volumes: Not applicable Chain-weighted: No Trade System: General trade Oil coverage: Primary or unrefined products; Valuation of exports: Free on board (FOB) Valuation of imports: Free on board (FOB) Primary domestic currency: South African rand Data last updated: 03/2017,5.367,-3.655,1.131,2.831,3.292,3.124,3.04,3.044,2016
South Africa,Volume of Imports of goods,Percent change,,Source: Central Bank Latest actual data: 2016 Base year: 2010 Methodology used to derive volumes: Not applicable Formula used to derive volumes: Not applicable Chain-weighted: No Trade System: General trade Oil coverage: Primary or unrefined products; Valuation of exports: Free on board (FOB) Valuation of imports: Free on board (FOB) Primary domestic currency: South African rand Data last updated: 03/2017,5.454,-3.982,1.131,2.831,3.292,3.124,3.04,3.044,2016
South Africa,Volume of exports of goods and services,Percent change,,Source: Central Bank Latest actual data: 2016 Base year: 2010 Methodology used to derive volumes: Not applicable Formula used to derive volumes: Not applicable Chain-weighted: No Trade System: General trade Oil coverage: Primary or unrefined products; Valuation of exports: Free on board (FOB) Valuation of imports: Free on board (FOB) Primary domestic currency: South African rand Data last updated: 03/2017,3.858,-0.052,1.34,2.425,3.385,3.385,3.385,3.385,2016
South Africa,Volume of exports of goods,Percent change,,Source: Central Bank Latest actual data: 2016 Base year: 2010 Methodology used to derive volumes: Not applicable Formula used to derive volumes: Not applicable Chain-weighted: No Trade System: General trade Oil coverage: Primary or unrefined products; Valuation of exports: Free on board (FOB) Valuation of imports: Free on board (FOB) Primary domestic currency: South African rand Data last updated: 03/2017,4.638,-0.615,1.34,2.425,3.385,3.385,3.385,3.385,2016
South Africa,Unemployment rate,Percent of total labor force,,Source: National Statistics Office Latest actual data: 2016 Employment type: National definition Primary domestic currency: South African rand Data last updated: 03/2017,25.35,26.725,27.396,27.672,27.786,27.832,27.852,27.856,2016
South Africa,Employment,Persons,Millions,,,,,,,,,,
South Africa,Population,Persons,Millions,"Source: IFS until 2000, then National Statistics Office from 2002. Latest actual data: 2016 Primary domestic currency: South African rand Data last updated: 03/2017",55.012,55.909,56.821,57.747,58.689,59.646,60.618,61.607,2016
South Africa,General government revenue,National currency,Billions,Source: Ministry of Finance or Treasury Latest actual data: 2016 Fiscal assumptions: Fiscal projections are based on the authorities? 2017 Budget Review. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Cash General government includes: Central Government;State Government;Social Security Funds; Valuation of public debt: Nominal value Primary domestic currency: South African rand Data last updated: 03/2017,"1,188.49","1,273.67","1,374.51","1,484.94","1,606.69","1,738.97","1,882.97","2,039.45",2016
South Africa,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,29.612,29.432,29.646,29.86,29.937,30.023,30.122,30.224,2016
